5000 5117
4110 1567 8
1996 604 10
352 2241 5
2415 446 9
1849 211 6
1587 1401 1
1330 4497 5
3265 4749 2
4458 1322 7
4537 1269 9
2263 1633 9
635 3010 5
2824 4818 2
1284 1677 7
4334 1652 10
1471 4998 4
2547 4024 2
360 1542 5
4984 4836 10
4668 2727 7
4395 3326 1
1843 325 1
2536 1686 4
291 3684 2
2577 850 7
1666 4878 5
4180 4246 4
2885 4274 8
1746 2176 5
2779 10 10
3901 4705 9
106 4659 7
221 2288 8
85 3661 4
2922 2958 4
1189 3105 2
1460 4141 8
2140 4262 4
4016 4008 5
521 4841 6
3731 2392 9
170 1220 5
3653 1350 3
1477 2685 6
587 1191 1
1080 60 1
188 3959 8
1937 598 7
720 2585 6
2134 3304 1
1577 1786 2
3362 4078 10
2865 2160 10
4643 1190 1
2224 356 9
3333 2081 7
1891 2544 8
1380 3274 3
3189 3113 6
311 3727 6
3006 2372 1
1249 2346 2
2382 1149 3
4737 1255 3
2717 3332 9
1983 3967 9
1500 3598 2
3100 3849 2
771 797 3
2084 3774 7
3787 1983 3
1143 1871 2
2444 2208 2
4381 3700 10
549 2794 2
1933 2401 9
2934 2908 9
2478 581 7
3673 2240 7
1241 56 6
2723 77 8
4279 608 3
1513 4166 8
3802 2297 6
4887 1809 10
4875 2821 7
3090 2954 1
1779 1391 5
2312 68 6
1887 1446 3
3899 2229 5
2703 198 5
4559 4815 7
2674 4306 5
737 3456 3
684 798 4
4561 611 9
2987 4680 1
4344 315 5
3450 80 1
2328 1252 10
722 1406 8
3493 3021 9
1272 3326 3
2300 3707 3
4930 4604 5
3694 215 2
897 3808 3
2553 1468 6
4753 3814 4
4955 4678 2
1353 2898 10
4041 2967 9
618 4759 4
3145 3685 9
2163 4182 6
2888 1047 4
6 3381 2
2248 3999 1
2755 980 6
4911 1194 7
3284 525 7
42 4741 6
2085 1176 7
1359 2478 7
4010 932 4
2554 356 1
929 4664 5
3437 3037 2
2281 1294 9
1703 4014 9
2392 3742 2
3704 3059 5
4797 3466 7
1717 4418 6
2187 3115 4
3963 4855 8
2584 2756 1
3145 3364 2
600 496 8
3537 2425 5
2307 3245 7
3189 2012 3
1488 3624 4
3256 4703 2
4301 1711 1
4027 187 6
535 1463 10
468 4081 6
1498 4614 6
218 62 1
1971 2379 2
1360 168 4
3150 1862 6
757 1453 6
2900 3434 4
3915 2149 4
4213 2539 5
994 1499 9
845 3287 9
3774 1544 4
1368 2909 8
3816 4181 8
1450 769 1
1752 2224 3
3832 2793 9
4184 3496 5
2150 2370 3
1185 2150 8
2702 4478 1
94 328 2
4510 221 2
2182 1967 8
715 822 2
3141 4423 7
1964 4128 1
1052 4348 2
4276 404 5
4320 671 4
218 503 3
2627 1138 8
2334 2437 6
1483 1117 7
3594 3978 9
1908 1470 10
2274 4982 8
3261 4091 3
2097 2867 5
54 470 10
4600 2452 1
1827 2426 7
3973 2273 4
1777 4001 10
4684 1929 7
2029 177 8
1500 1734 4
862 4385 4
1215 263 8
2818 4560 5
1465 3701 1
3404 589 9
2814 4479 5
2381 2705 5
1199 4380 9
1220 4115 3
3121 2761 7
605 261 4
4204 344 1
2224 641 9
2820 2936 8
538 49 9
4858 3261 5
1582 153 4
4637 2773 1
3878 1931 8
4578 3214 3
883 4916 4
2552 3971 9
3015 2078 6
152 4689 4
3863 924 6
2968 994 3
3488 2276 9
4204 489 3
1886 4949 7
1901 4370 4
4558 1927 9
2666 1283 9
2949 3770 4
2361 1615 3
2356 199 4
184 3616 7
3586 2437 10
4540 800 6
380 484 9
1634 2037 10
2286 1917 9
3188 4764 10
4525 4380 10
742 4760 2
2681 4729 10
4810 389 6
172 3173 9
3049 1728 7
1984 1978 3
12 2680 2
4242 1104 10
2175 542 1
2192 2714 7
3356 749 7
1514 107 8
2232 4716 8
261 2483 9
1353 241 2
3280 844 2
1250 806 10
2562 2401 7
1121 617 3
4495 3817 1
2647 3422 10
340 1204 1
2029 3077 3
3849 2730 9
4544 4067 3
1765 123 6
740 1041 3
1194 4405 3
2376 889 6
2744 4951 6
4408 3532 9
28 1252 5
3991 4773 5
1061 2398 8
3461 734 9
1 1586 10
3835 478 7
590 3056 4
2510 4544 1
3333 1606 8
592 1455 1
1908 2546 9
399 460 5
3400 2288 8
639 255 4
1944 2430 7
2873 2071 9
1797 2054 6
3306 4036 10
506 3098 8
4670 561 7
2008 2987 10
4341 2645 3
4350 4501 8
1531 4620 10
2926 4838 8
2124 3671 9
1714 2576 6
1466 4434 5
1639 3011 3
1107 2999 4
765 3475 3
1958 4710 5
894 4742 9
1337 122 9
2322 2838 1
2137 745 3
2271 2256 4
3192 3493 5
3456 2 6
4224 1322 9
1702 4690 3
2205 1337 7
1046 1566 7
3835 1185 9
851 2032 4
1186 581 5
965 898 6
4934 2012 6
2201 3206 5
4675 3150 7
3686 1455 5
4780 4362 5
3932 1248 3
2841 645 9
3630 1788 9
2871 2058 6
3473 2233 5
1029 4690 8
145 3869 2
2290 4226 4
958 642 8
1825 1278 9
4657 2258 2
4782 1302 8
4549 4145 9
3243 2342 9
3810 1394 5
3938 2423 8
3284 387 5
1070 1598 8
3397 436 7
1337 3897 10
3889 3141 6
576 2875 10
3665 4471 3
4628 1197 2
2337 3634 10
4819 2716 6
3927 1926 7
4128 4310 3
3222 4227 1
993 3217 7
481 4706 7
3355 1908 7
3022 4625 3
3934 921 9
2164 4626 7
4675 9 7
1534 2310 7
760 2052 3
4899 2037 2
3465 3402 2
1733 1204 2
2995 2088 8
1267 2368 3
2354 1352 4
2258 738 4
2109 3187 9
2781 4729 6
3870 717 3
2574 864 9
3959 1384 7
2626 768 9
3620 719 3
3104 884 4
4761 1101 5
425 3001 9
30 3327 9
2258 966 1
2510 1193 7
3950 11 9
674 2692 5
2674 1962 9
203 334 4
370 677 10
817 264 7
2779 1783 7
3612 927 6
3021 4168 3
3837 1773 10
489 1342 9
96 187 8
1201 4119 6
2734 3894 5
4475 2584 6
4126 3512 2
1554 1770 1
3527 3940 5
4346 3900 4
1737 1077 8
4454 4187 4
1422 881 4
3240 1045 1
3001 3158 10
1813 1551 8
947 2174 1
143 14 7
1201 2897 4
4599 2847 6
3862 4220 8
120 1715 1
4045 4198 7
648 416 5
3543 3293 7
4294 2462 1
3800 2394 7
2615 958 6
785 3777 2
3472 4941 6
4812 3822 2
3399 1467 7
340 3686 4
1294 2435 8
1099 4029 6
3660 2557 5
4301 3215 5
1133 2189 1
951 3031 4
3359 2916 8
626 1015 9
2445 4526 2
3149 4225 1
4206 3478 8
1181 1633 8
1091 575 9
1020 479 3
1665 1507 9
2626 1518 10
2424 2497 3
2928 3799 7
2211 4540 4
830 3775 3
148 1771 5
4833 962 6
4093 4042 9
3977 314 2
3134 2644 10
2120 1759 7
2835 2011 7
2600 4076 2
4426 3551 1
2859 2658 2
1008 2742 5
2801 4864 1
4746 4665 9
3490 3981 9
611 4812 9
4983 2760 8
3166 3317 6
810 1109 3
135 912 9
2687 3779 7
878 4982 1
788 73 9
139 2167 5
3264 2931 2
2993 1814 5
3533 3367 8
4155 3360 3
2529 530 7
2432 724 4
719 2936 5
949 1392 9
3785 1201 6
4865 316 5
4393 1510 8
2941 3113 8
4162 1555 2
586 2591 5
1986 1831 4
1066 1599 5
3378 4263 2
2345 373 2
725 3116 6
368 1999 4
2282 3517 5
4313 1204 1
1919 1884 6
1035 4667 9
427 95 1
1907 1723 10
2083 2689 5
4976 41 1
1669 3178 10
1040 3833 8
3307 933 6
4079 536 7
2716 4091 4
4243 4902 7
3358 3893 4
3951 1055 3
3485 1462 3
4220 706 3
801 109 5
1687 4931 3
3116 2285 5
1409 382 3
3371 432 8
3136 200 6
2674 3508 3
4036 3546 6
2786 2617 3
4543 2899 10
312 2446 2
660 2675 9
1804 387 10
4184 4826 5
3299 937 9
1229 4051 4
3498 245 1
4603 3103 10
3762 3753 10
3083 2606 6
1397 2255 7
4131 3904 9
1672 2999 7
1056 727 9
768 423 10
480 3599 4
3224 1869 4
3412 1054 4
1763 1252 2
97 2487 8
4706 790 2
2078 1330 2
3990 3630 1
4303 475 7
4365 4518 8
3018 4960 2
3877 4773 1
2837 3820 3
2356 4388 3
4072 1413 9
4489 2273 2
1990 4778 9
4352 2064 1
2492 218 8
492 2396 3
1087 3843 5
912 2128 4
653 4233 3
713 2151 7
4230 4534 3
2139 4331 9
281 3684 7
2176 4236 2
1014 3961 4
1734 2213 4
2263 25 3
4282 288 3
1840 4940 9
4343 1281 1
591 1130 9
4601 2623 6
1805 1981 3
3258 4660 8
4294 3693 6
3281 2731 9
3711 1536 6
2112 2044 7
986 2174 1
3789 87 4
427 1676 1
3881 3792 1
383 4189 6
4685 835 9
3639 3052 2
4108 1899 8
3824 361 4
505 3184 2
691 1113 6
4555 3236 4
1742 2082 3
3824 1395 10
1108 312 4
36 903 3
2951 3503 6
144 2317 10
394 2345 2
1180 907 9
4568 4407 2
1580 1188 4
3391 1464 4
3803 4559 2
699 4718 4
4471 3459 1
482 1108 1
3956 2606 5
4582 3285 8
4484 1076 9
2483 416 8
4143 2017 4
1494 378 5
3011 4464 6
3657 4753 9
3636 2880 7
3143 3277 5
1728 669 3
2179 2341 1
4627 520 5
2927 940 2
4574 3712 7
4325 3303 5
2259 3871 1
4011 4937 10
3247 508 1
3050 3724 4
3332 2018 7
2578 117 8
443 2041 3
4602 3435 3
1297 3672 3
3768 4209 1
2444 3382 7
2934 3194 1
4043 3137 1
3826 891 8
2640 2876 5
3617 2789 1
437 3842 10
1028 1269 5
1188 352 5
1221 4969 4
2672 947 4
3023 3063 5
1146 2036 1
374 3503 4
4385 940 7
3476 4306 2
2932 2067 1
2233 1365 4
2462 687 9
4066 1750 2
2762 1952 4
2460 1387 9
3893 3052 10
4815 4748 5
1065 2385 4
2406 3085 4
2721 429 1
950 3901 2
2683 2833 9
3375 4421 2
1648 524 7
3053 1513 6
2105 4356 1
4816 2952 10
1238 3391 5
732 3903 7
2146 1996 8
3707 3456 8
4766 1455 1
549 2729 9
3784 2664 4
948 4677 4
47 1550 6
3725 954 10
2955 1332 1
2495 3213 7
3618 3765 5
2843 3699 3
2334 3325 9
420 966 7
2752 4739 4
3285 1949 5
1836 4606 10
4728 369 5
4005 3088 9
184 3834 8
750 2060 3
2611 2804 1
4718 2856 8
692 3659 10
4007 4390 2
2058 4238 10
3991 4578 5
2248 3319 5
4461 2604 4
4235 1251 6
3757 1649 4
4514 2300 4
3133 3008 1
3536 2623 2
1918 3772 5
4400 1121 7
1577 252 6
2222 607 6
4926 2397 1
251 1516 8
692 4300 1
2901 3325 10
3445 3726 4
2253 1 5
2296 2916 7
4962 2611 8
1531 3115 10
4464 2752 3
4897 231 4
3386 4947 7
3940 1867 4
2930 2232 10
530 4608 1
1246 375 1
3328 4688 1
1434 1083 6
4883 2983 1
315 3336 5
2691 2781 4
4670 602 7
4120 4990 9
1027 607 1
1781 1965 4
1971 1941 3
2006 2276 8
394 4404 8
1073 2584 8
2188 3880 2
2266 1144 5
1578 4322 8
3168 2630 5
2278 302 6
3984 3061 6
594 3028 5
4772 2046 9
2661 3431 1
1078 1200 4
2826 4126 2
736 4311 5
2404 772 4
3295 1388 9
290 1684 1
4050 4609 8
3751 3799 10
4177 3008 10
1958 1901 7
2587 766 2
3831 4453 9
1426 4448 2
2341 1520 9
285 2359 6
1217 3367 6
2968 1216 3
3732 4718 10
3926 3609 9
3661 3717 3
2264 2533 10
1522 520 5
3261 3985 4
4125 296 4
971 368 7
1891 3130 1
4333 1335 6
2402 1515 6
2510 2407 9
4900 2961 10
3774 3822 7
3870 4620 4
2776 1563 5
1902 2610 5
232 4992 10
2662 3711 9
3317 4859 6
2833 3935 8
790 2593 4
1089 851 8
3242 3810 8
313 1556 10
1171 2692 2
2915 171 2
27 971 6
2872 2137 10
4142 2941 5
1046 4631 7
672 2929 7
1200 3024 7
4069 3122 10
4129 2029 9
856 4835 4
4057 3564 2
2288 829 7
4687 4216 4
4931 2089 8
4795 4918 9
1430 2953 8
1391 2534 4
3139 1034 7
3362 4372 5
955 1108 8
2245 1836 4
4441 3254 8
1539 371 6
2548 3838 5
1256 1433 1
4347 152 2
4787 3384 10
2736 4501 3
1489 904 8
2786 3226 2
304 4691 5
159 1895 9
4171 1421 6
1554 3683 8
63 4263 4
2293 699 6
3071 531 6
625 2592 2
4758 2239 4
2600 517 3
1510 4397 2
2485 3246 8
4537 2288 10
3221 1068 3
3065 512 2
411 2811 9
1009 2789 2
3837 996 6
2105 1241 4
2108 1396 7
591 3285 6
3781 989 3
3985 2983 9
3989 3465 6
3778 3031 10
2354 4651 7
3624 1872 6
4846 1378 5
301 452 4
4331 885 2
919 4565 8
4988 3274 4
3540 2761 10
1849 4596 3
1413 337 8
3491 3343 2
4130 4120 4
1332 742 2
1765 2046 7
3368 1092 3
1869 2 8
2767 148 9
4498 668 1
3715 2694 5
4728 3316 2
2593 1880 4
4615 4149 1
3367 922 6
4081 4275 4
1171 4830 6
373 1776 3
644 3060 9
356 528 4
2298 4569 5
552 2345 5
2734 2554 4
1323 721 10
564 5 5
2280 3980 5
3508 4073 1
4231 571 2
4333 2311 10
3911 2715 4
335 2109 1
4868 1731 6
3784 1602 2
3732 508 9
2511 613 6
3883 487 7
1050 450 1
2812 578 2
1839 733 9
3640 4613 2
3331 680 3
3519 419 7
1392 1611 7
2622 77 8
4997 646 6
2018 682 1
960 4369 7
1802 3217 1
2100 3042 5
1871 2738 3
173 4328 7
2121 1273 1
2714 466 4
2285 2767 6
854 2668 2
2219 2267 10
2820 4745 4
3635 4019 2
4764 3491 4
2653 975 8
2245 2468 9
1075 2721 6
1368 2468 3
4759 982 6
465 416 10
852 2291 7
4089 3214 3
1794 526 8
4487 2299 9
916 52 8
1906 2318 3
3328 4535 9
3371 2042 6
4329 4620 7
3454 4266 8
415 3460 2
4490 4762 7
3053 2866 8
4023 1328 1
4650 1135 6
678 1921 9
760 4815 10
1662 4974 10
1153 4507 5
3509 2472 4
4924 2874 4
3461 1344 2
3012 4235 4
3538 4189 6
3724 4364 9
223 3727 1
737 1663 5
783 3883 9
4097 868 9
814 4966 2
3960 3137 1
122 2174 3
765 288 3
4347 1135 8
3676 2615 3
290 3383 5
2184 929 6
3848 405 3
2429 3877 3
4938 2547 2
2909 3992 6
2503 3128 2
990 4986 8
4403 4071 9
2280 4074 4
3482 2610 7
995 2320 6
4221 1371 7
23 87 5
910 1609 1
84 3343 7
2779 1866 6
731 1838 3
4542 1715 8
4730 140 5
2485 3514 2
2721 1695 1
3776 1648 5
2590 3307 6
4958 1643 8
1475 2580 2
2054 4643 4
4522 3945 6
10 2978 3
1191 1082 7
4643 2142 7
2032 3859 2
4925 1050 7
2435 1401 2
1437 170 4
3539 3878 10
4537 3769 4
625 3672 10
2654 2654 9
4538 3846 3
4113 618 5
2340 3653 2
534 1900 1
844 1205 3
2284 3696 6
873 4988 7
1771 3827 8
234 3842 10
4299 1354 9
1733 4417 5
1412 1340 8
1417 2836 2
1312 97 5
3254 4430 9
1574 2618 9
1244 2206 1
3290 368 6
3616 4636 6
3723 3698 6
232 239 7
1282 3840 7
2336 725 6
1258 1889 2
3839 1411 6
2757 474 9
1372 288 10
1480 227 3
2510 2981 9
3646 4470 6
2221 238 3
1684 1098 5
608 1032 6
4512 2381 2
110 1933 6
3770 86 4
4216 529 9
4195 1154 1
1233 1955 9
3022 1135 7
929 813 6
2512 4432 7
1145 445 4
3338 410 9
2124 3503 5
2460 503 4
4672 2616 10
2418 4837 2
3150 3646 8
4097 3860 9
340 1511 4
4400 2669 3
2081 2114 2
4705 1788 3
169 520 1
165 486 1
3104 4709 8
744 3781 5
567 2862 9
4980 3252 3
1403 127 8
2801 394 9
2382 3308 1
1042 4181 1
3406 1315 9
3065 4221 7
3509 1799 1
3686 884 7
300 4905 9
4147 1567 2
3187 4993 10
1185 332 2
1577 3929 5
3904 1953 5
1789 1088 1
877 602 8
1741 2287 3
1600 1147 6
3362 3331 7
4370 1686 3
1456 4666 7
703 4584 9
4226 3371 9
3052 3696 6
301 1195 9
1358 1013 10
3410 1679 9
898 4449 6
817 2398 6
2652 1436 3
464 4208 6
2344 965 6
3835 2875 10
4751 3110 2
4336 18 7
2181 221 10
2725 1180 10
3039 3010 5
1101 3620 4
2682 2610 10
1645 4499 3
3343 3286 8
1720 470 5
4043 4954 3
3529 4899 4
4033 1107 4
3070 312 4
4205 1322 9
3006 2023 2
4192 270 6
4479 3084 9
1055 802 3
670 4562 8
960 911 10
1140 2890 6
3757 208 8
1381 2172 5
3873 3422 9
4362 4147 2
2875 2119 7
741 1956 10
518 2772 4
192 1478 10
2499 1853 2
1875 3401 10
650 3200 5
1266 3022 1
2809 2512 2
3707 4761 3
4838 4070 7
4031 2143 9
4411 3846 10
1603 4157 7
2590 3029 6
3123 2425 10
4691 3422 4
3353 1935 4
3740 2330 8
2234 3369 10
4459 1382 7
3073 3332 10
3837 4398 7
4442 4070 6
2718 1743 6
3080 1046 5
1767 814 4
3788 3026 1
361 4596 7
2040 1106 10
1356 4314 5
4982 602 4
4458 1570 2
927 910 4
838 670 1
1341 4151 1
14 2480 7
1960 3338 4
1900 466 1
4308 1447 5
2404 2220 3
1242 601 3
1956 926 10
1664 782 4
1474 2497 2
4365 882 4
2333 4422 10
3095 571 1
2837 2425 4
4365 62 2
3632 1333 2
75 3810 1
1030 4165 6
3861 217 6
3398 1232 6
252 2714 5
4773 2816 10
4609 703 2
1700 3569 4
704 2 1
131 3674 5
809 2868 6
764 1549 6
3371 718 4
4602 3007 7
558 3052 10
1394 3655 1
1413 2782 8
4201 2773 9
2889 3127 10
4990 1696 6
4936 2705 1
4224 1342 2
688 3981 10
1403 3544 9
1265 4744 7
3600 2056 6
3544 4673 3
2973 1884 10
3286 4761 6
76 1083 3
3390 336 4
1177 470 6
768 2832 8
2966 427 1
3933 2764 10
826 4563 5
2618 2893 5
2635 1363 7
4945 2983 1
4168 3018 4
1681 111 8
1299 1556 1
1219 4692 4
1757 1400 8
3800 1586 5
3431 4999 10
4645 4024 4
2649 1791 10
3654 905 10
822 785 3
3464 2746 9
4224 3004 9
1966 447 3
4555 3007 4
3609 3630 8
2414 3890 2
2634 42 10
1137 2918 6
586 92 7
753 1204 1
296 877 10
1432 1662 6
2555 4219 5
3636 3629 10
952 4374 2
4968 4747 8
1640 791 10
592 4277 1
4487 2569 8
3514 2145 2
1281 487 5
4615 4825 8
3384 1532 9
1370 609 9
2883 2192 1
4992 3519 5
2808 159 10
1695 1640 8
102 2977 8
2711 1249 5
4787 2372 7
2462 384 8
3869 4176 3
4183 603 6
3934 2570 3
4643 3945 5
872 4908 5
4744 1899 8
1702 2948 5
3349 1329 2
1926 1432 10
3430 2047 7
4979 1209 9
3001 659 2
4094 2171 9
4205 4709 3
1840 1320 1
4434 1114 7
2952 1663 9
3371 3638 1
1428 2257 7
1908 321 9
962 2542 2
1634 4604 1
4503 2437 4
4115 2518 5
2187 3681 1
692 4775 7
4261 4083 6
2061 3200 3
1355 1565 5
1127 3923 2
693 4849 2
1258 3170 3
70 4698 9
2913 2787 6
4156 1561 10
588 3880 4
835 1699 1
1898 4053 4
350 3489 5
4544 3126 2
2852 2106 7
663 4967 1
1701 849 9
2232 1854 4
3593 744 8
2613 884 7
289 2020 7
1916 4974 10
1491 4933 5
2581 4303 8
3994 624 9
4929 2351 1
327 3108 1
1352 4927 7
2668 4046 5
3880 2390 4
3482 3861 6
3143 1937 6
4421 300 1
2615 1942 8
4576 2245 3
3949 3067 1
2273 3567 7
1844 3910 5
772 1420 10
917 4951 6
2029 3516 8
553 3897 3
3615 326 6
1406 3959 7
4764 649 6
3018 1391 10
4515 3536 9
3006 4375 4
374 1001 5
1951 1180 2
4211 4849 6
2213 1943 4
1448 2155 6
1131 3903 6
1905 453 8
181 4414 2
114 4589 7
2143 2298 4
3063 4704 9
2664 49 9
1706 3805 1
2819 4517 10
1275 3570 6
1998 564 1
3716 4914 4
1243 1215 6
2601 53 9
1353 873 2
1627 1820 8
1221 4582 7
3424 3127 4
3736 525 1
3510 3999 2
488 3993 9
4752 2420 10
2052 2458 10
1452 1744 9
3475 259 3
7 2695 10
922 1905 9
4730 3083 4
82 1742 6
4693 169 5
734 1470 9
3744 2119 3
2072 2031 10
2311 3160 9
3095 1328 6
356 2000 9
203 1861 8
3843 1458 1
2987 793 7
889 2640 3
904 3819 10
3206 602 5
4212 3303 8
4999 4861 5
2391 3217 6
203 2497 3
653 354 3
1154 4884 7
1680 3294 8
1050 3615 4
3562 2310 7
1134 990 9
4819 2812 8
2769 2375 1
4917 1495 4
4855 60 2
3555 2815 2
1009 1686 7
2424 3209 1
4462 816 5
1745 2148 8
276 3628 4
3944 1771 8
1305 1368 6
3402 3891 3
1056 1253 10
2388 940 2
3811 4667 9
2403 1767 3
1298 3783 6
242 3329 5
2712 472 3
425 4866 7
383 2365 4
3008 3495 1
4408 2915 6
598 1806 9
2085 3466 6
980 1575 2
3458 4954 3
31 4047 5
4235 4368 9
248 4256 3
1170 1515 5
4609 3102 6
4025 213 10
4967 3077 5
2675 1939 10
4797 4839 1
2495 4854 6
3777 3097 2
333 4752 10
1640 97 6
1881 789 8
4852 3869 6
946 677 2
4267 24 10
3171 2205 5
4812 4292 7
3172 4799 7
989 2489 7
2398 712 6
1349 2645 3
2970 2060 7
2878 238 2
539 683 9
991 3595 7
302 3756 3
3054 1833 3
1800 239 1
1787 2024 1
4313 3581 10
4037 4905 8
1304 3070 1
2021 766 7
3875 1595 9
3882 293 6
3585 398 9
2958 4806 10
4743 3878 4
4585 4655 5
321 186 10
3052 785 2
4404 1912 2
189 1911 3
1785 2402 4
3144 4715 4
4830 4565 5
3607 2399 10
4495 2255 2
3172 14 10
1733 4361 9
2358 2533 8
2437 2604 7
4396 790 4
660 3461 7
288 4304 6
503 1572 2
4357 1621 6
1800 4742 10
4157 3705 7
1213 887 4
3665 2837 4
1128 1538 9
4683 594 2
3637 1168 9
15 1821 1
809 3504 10
4902 2214 1
2934 1041 10
3960 4398 10
1872 678 3
1023 2685 3
2673 2313 10
4675 2681 1
4831 3193 3
264 333 1
2142 1245 3
1693 2540 2
442 1124 4
2398 1592 3
1774 4785 2
3290 951 8
953 1255 10
3386 1765 4
4094 3708 1
2290 751 2
695 13 7
1743 3671 9
4081 406 7
3847 4241 5
771 2282 8
2897 597 10
1155 1845 8
2401 3051 9
1455 3512 3
4868 55 4
167 2714 1
1414 736 10
4826 1950 1
4593 2865 6
401 39 6
318 894 2
276 1737 1
2586 2587 5
1694 2116 10
744 750 5
4502 2953 7
4119 2290 8
2495 1795 10
4975 3418 5
4620 3093 5
3702 2839 4
3087 3376 5
4744 1066 10
4488 1292 3
3550 2135 4
3927 3097 5
3160 2692 10
3622 3073 2
1666 3220 6
391 1625 6
3155 2167 4
1277 1713 1
1567 114 5
4299 2256 1
1733 449 8
3420 808 9
4694 2674 8
4184 284 10
4720 4268 5
589 834 5
4385 1501 7
2571 4986 8
3320 2640 7
2418 3014 3
3199 2843 3
2484 1126 2
3299 4924 3
2463 2642 2
1152 1402 4
4183 4732 2
1282 3734 7
4573 4985 6
151 707 10
4302 710 10
4840 4734 9
1913 563 9
2428 3 1
3072 1370 3
1930 722 9
1170 1118 2
1229 640 10
2222 4821 6
4440 276 10
4658 2106 2
569 1707 2
4682 4583 9
1071 958 10
1746 3739 2
3767 2301 9
8 1903 2
4779 299 9
1445 491 5
3419 1677 7
1036 3185 6
3696 4037 3
3376 4755 6
1920 2063 3
469 1211 2
834 4036 4
2410 751 10
4108 1316 1
3004 2329 8
1454 1438 10
4688 317 10
1205 4011 2
4273 4317 10
2464 4111 7
3907 4250 4
42 4243 5
3782 1682 1
3995 2413 6
1268 1340 8
425 1044 1
1543 666 10
4168 2107 10
76 3072 6
3473 4957 9
3022 2803 4
3089 4164 5
4195 696 1
3676 3661 1
710 883 4
3132 230 3
1571 365 2
1864 4610 4
2468 266 3
2333 1803 1
3020 3625 10
4332 3443 2
556 3726 6
3237 131 2
123 3170 3
2152 4663 8
4504 3772 8
4924 4796 9
1742 4810 9
1797 676 6
1885 3984 7
3580 1632 2
3257 523 7
2576 4650 1
59 1894 6
2013 981 4
503 1180 10
2790 4101 10
3148 2499 2
4647 1429 5
388 3635 8
4099 2280 3
3960 4434 6
1441 722 6
4571 1191 6
4899 1592 4
813 3412 1
4699 156 8
1087 614 2
1109 1888 6
767 1795 5
1498 398 10
2212 4768 1
1644 395 1
648 3364 5
3376 1224 7
511 191 10
2011 2503 10
1481 2457 10
2670 3568 6
4272 3624 7
2866 545 9
1722 2772 2
4348 2017 9
2990 2803 4
606 3681 3
959 1849 3
1054 2063 4
1845 1220 10
2691 1551 3
1119 2529 9
3757 2618 4
3053 1856 5
856 2566 6
2891 4508 2
4918 1063 10
1441 2860 6
553 67 7
221 2089 9
551 2897 4
2614 1344 10
3433 4388 8
1524 4349 5
3954 1624 3
3250 1485 6
949 3523 9
2621 4521 10
171 4799 4
866 2075 7
72 755 2
2572 2218 10
4850 474 2
2974 579 10
4343 2525 1
1040 2802 5
4989 105 9
4961 3806 10
3033 1037 2
4442 3090 5
2277 802 4
2334 2915 5
3529 515 4
2076 2379 3
4470 2030 9
2102 4086 3
4061 1307 6
4789 1075 5
2911 526 9
3919 3593 7
656 1138 3
3874 318 9
3249 635 2
4394 4173 10
382 1713 3
1491 2292 2
2227 1016 10
244 4694 2
2682 4917 7
4828 71 10
3742 397 4
1053 3431 2
3332 259 9
4450 584 6
1559 301 3
3465 878 3
943 3709 7
4265 2585 10
1599 4666 2
3580 4438 8
4663 1236 8
1101 3589 7
164 2542 9
935 4529 7
4726 2286 3
1430 2382 9
1230 901 2
1034 4334 2
4946 3528 3
3133 4371 4
4339 4501 1
91 170 10
1108 4703 6
213 3775 6
574 694 1
3024 170 8
4428 1101 8
2914 4828 8
1231 4730 10
1620 3676 9
1635 112 7
366 4731 7
3680 12 6
2172 1004 10
1764 2561 2
4676 779 6
693 2718 4
1684 4533 1
564 3295 10
4957 2198 8
970 1247 10
535 4900 1
2301 983 10
2829 1923 5
1145 1379 1
3433 2653 8
1666 4706 6
1935 4088 7
4384 4676 2
4672 3409 1
2099 1269 7
1318 195 1
45 660 4
410 47 5
1728 929 9
3308 4434 4
2960 3320 2
3912 3358 6
3584 3647 9
2878 1453 8
2667 4202 6
2119 2262 5
4821 4741 5
4936 1778 2
1961 94 4
3137 1669 1
1279 3322 6
2560 858 6
2886 1533 7
3392 4851 2
4850 2524 9
3825 4678 5
4009 984 4
4410 3785 1
3263 3720 2
1275 2534 6
1861 4306 2
2394 3875 4
3181 1349 5
3288 2335 10
4770 256 5
363 4927 7
1448 4491 7
415 1591 7
2148 2439 8
674 933 2
673 1442 10
2306 4865 3
2068 439 9
3075 391 8
3166 3323 9
1504 4731 2
2658 133 6
3639 1046 10
1007 1493 10
2471 2011 10
1937 1312 4
1641 1499 10
1285 1872 6
3869 2214 5
1682 1748 3
4709 1979 8
2100 2529 4
1597 3368 3
3004 2759 8
85 3902 6
2295 3089 4
219 4930 1
1324 3826 9
3761 3584 2
12 418 2
372 3315 5
3430 993 1
1735 3546 6
1661 3280 8
867 2901 4
759 1508 3
4270 2253 6
2165 2931 1
4603 1135 2
4167 273 10
618 3841 2
1870 1488 1
4431 4568 5
4188 1294 7
3132 1794 8
4172 2442 5
4647 2728 10
2666 2011 7
4564 2110 4
788 4811 3
792 4062 6
1439 3447 3
2225 2356 3
2765 4521 5
565 1871 10
4846 3342 6
1864 3919 6
4947 4743 6
395 4416 6
1001 938 4
437 1946 8
78 2764 2
1241 3445 1
4497 2080 3
2454 3804 9
944 4954 4
2578 3889 5
2998 4423 5
3542 1722 8
2712 2465 2
2314 4806 6
1191 2819 7
3366 2562 8
